spotify_id,echonest_id,title,echonest_artist_id,artist_name,album,duration,tempo,time_signature,key,mode,loudness,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,spotify_artist_id
4xvZcT0cBeuJSroZcoFMUF,SOMBFHE1456189BA74,Burning,AREVJXM12E537456F7,Nightbox,,272.24771,128.074,4,1,0,-4.363,0.004229,0.586693,0.905181,0.019323,0.088998,0.057165,0.437677,3yAnbzcAbZnrr7hALtiWcO
6wui9PGdTVyINVIbK24Nad,SOMRMFD141CE71306A,Guns & Synths (Prod. Bok Bok),ARHRYGS13C1C29D2CA,Kelela,,176.40658,124.044,4,9,0,-7.506,0.27566,0.774222,0.632333,0.708456,0.158607,0.038549,0.315143,1U0sIzpRtDkvu1hXXzxh60
6YnF5LpTX1RS6JolZeUCmZ,SOGQVYW14A457C8F2D,Hides No Signs,ARB5A4I1187FB4D1F2,Dusty Brown,,302.86798,149.979,4,0,1,-6.673,0.195571,0.675654,0.680914,0.711215,0.093622,0.040696,0.60846,48PklAHoqLvEZ1O3YtCJGk
3g0XVm6ZTWHbtTTfKhmMo7,SOTMUKW14B39AD053D,Fool for Love,ARSMPUH12DDD188264,Lord Huron,,274.70667,90.993,4,5,1,-6.285,0.598395,0.618637,0.757713,0.191523,0.112885,0.036728,0.222698,6ltzsmQQbmdoHHbLZ4ZN25
4z9Q8bigTEySh8PVNQ3gem,SOWXXRF14A7831A2AA,Greek Tragedy,ARUK3I61187FB5BC71,The Wombats,,209.55791,93.24,4,11,1,-4.732,0.002569,0.514878,0.868698,2e-06,0.209782,0.067244,0.447808,0Ya43ZKWHTKkAbkoJJkwIB
2OBgZrayUVupeEtt1eu2V4,SONQWNH14C0D668348,John My Beloved,AR7OA5G1187B98D3A0,Sufjan Stevens,,304.87061,120.053,3,7,1,-23.017,0.96172,0.581879,0.071474,3e-06,0.138923,0.039978,0.235154,4MXUO7sVCaFgFjoTI5ox5c
4K3RZJ8sWPbv0IedcnEfw6,SOQGPMN14C0D664B26,Fourth of July,AR7OA5G1187B98D3A0,Sufjan Stevens,,279.31637,120.266,4,6,0,-22.399,0.973213,0.440638,0.104033,0.353867,0.119377,0.045907,0.147825,4MXUO7sVCaFgFjoTI5ox5c
4fpEuKIzTLmMJnYwFU0oqr,SOFXZCX14C0D65D795,Death with Dignity,AR7OA5G1187B98D3A0,Sufjan Stevens,,239.5083,170.063,4,4,1,-21.03,0.986311,0.509871,0.160232,0.017004,0.113386,0.03951,0.397692,4MXUO7sVCaFgFjoTI5ox5c
34oRN9NqGLPCrnC7SGrLZa,SOWZALJ14C0D66A9A1,Blue Bucket of Gold,AR7OA5G1187B98D3A0,Sufjan Stevens,,285.46694,74.925,4,2,1,-23.005,0.941819,0.306084,0.091798,0.022412,0.160746,0.031862,0.123487,4MXUO7sVCaFgFjoTI5ox5c
67mjxSBrj9tMfz5aJdatcU,SONNXYU143D328B903,Brother,AROYDKK122ECCBAEB9,Mighty Oaks,,195.32,181.719,4,2,1,-6.178,0.236852,0.509895,0.795523,0.0,0.078767,0.036775,0.402002,5AVJt6VYXT4hMRP8D3MRAC
